Date,Event (NC=Last Trading; C=Clearing; H=Holiday; T=Tradeday),Code,HSI,MHI,HKEXHSI,HHI,HSICALLCODE,HSIPUTCODE,HSICALLPATTERN,HSIPUTPATTERN,CSI300Event,IF,IFCODE,IFCODEHELPER,CHH,HHI,MCH
2009-05-31,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-06-01,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-02,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-03,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-04,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-05,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-06-07,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-06-08,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-09,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-10,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-11,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-12,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-06-14,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-06-15,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-16,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-17,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-18,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0906,906,906,CHHM9,HHIM9,MCHM9
2009-06-19,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,NC,IF0907,907,907,CHHM9,HHIM9,MCHM9
2009-06-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-06-21,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-06-22,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,C,IF0907,907,907,CHHM9,HHIM9,MCHM9
2009-06-23,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0907,907,906,CHHM9,HHIM9,MCHM9
2009-06-24,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0907,907,906,CHHM9,HHIM9,MCHM9
2009-06-25,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0907,907,906,CHHM9,HHIM9,MCHM9
2009-06-26,T,M,HSIM9,MHIM9,0906,HHIM9,F9,R9,HSI<STRIKE>F9,HSI<STRIKE>R9,T,IF0907,907,906,CHHM9,HHIM9,MCHM9
2009-06-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-06-28,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-06-29,NC,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,906,CHHN9,HHIN9,MCHN9
2009-06-30,C,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,906,CHHN9,HHIN9,MCHN9
2009-07-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,T,IF0907,907,907,#N/A,#N/A,#N/A
2009-07-02,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,907,CHHN9,HHIN9,MCHN9
2009-07-03,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,907,CHHN9,HHIN9,MCHN9
2009-07-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-07-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-07-06,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,907,CHHN9,HHIN9,MCHN9
2009-07-07,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,907,CHHN9,HHIN9,MCHN9
2009-07-08,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,907,CHHN9,HHIN9,MCHN9
2009-07-09,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,907,CHHN9,HHIN9,MCHN9
2009-07-10,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,907,CHHN9,HHIN9,MCHN9
2009-07-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-07-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-07-13,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,907,CHHN9,HHIN9,MCHN9
2009-07-14,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,907,CHHN9,HHIN9,MCHN9
2009-07-15,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,907,CHHN9,HHIN9,MCHN9
2009-07-16,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0907,907,907,CHHN9,HHIN9,MCHN9
2009-07-17,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,NC,IF0908,908,908,CHHN9,HHIN9,MCHN9
2009-07-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-07-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-07-20,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,C,IF0908,908,908,CHHN9,HHIN9,MCHN9
2009-07-21,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0908,908,907,CHHN9,HHIN9,MCHN9
2009-07-22,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0908,908,907,CHHN9,HHIN9,MCHN9
2009-07-23,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0908,908,907,CHHN9,HHIN9,MCHN9
2009-07-24,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0908,908,907,CHHN9,HHIN9,MCHN9
2009-07-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-07-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-07-27,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0908,908,907,CHHN9,HHIN9,MCHN9
2009-07-28,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0908,908,907,CHHN9,HHIN9,MCHN9
2009-07-29,T,N,HSIN9,MHIN9,0907,HHIN9,G9,S9,HSI<STRIKE>G9,HSI<STRIKE>S9,T,IF0908,908,907,CHHN9,HHIN9,MCHN9
2009-07-30,NC,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,907,CHHQ9,HHIQ9,MCHQ9
2009-07-31,C,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,907,CHHQ9,HHIQ9,MCHQ9
2009-08-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-02,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-03,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-04,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-05,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-06,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-07,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-08,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-09,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-10,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-11,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-12,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-13,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-14,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-15,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-16,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-17,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-18,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-19,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-20,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0908,908,908,CHHQ9,HHIQ9,MCHQ9
2009-08-21,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,NC,IF0909,909,909,CHHQ9,HHIQ9,MCHQ9
2009-08-22,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-23,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-24,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,C,IF0909,909,909,CHHQ9,HHIQ9,MCHQ9
2009-08-25,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0909,909,908,CHHQ9,HHIQ9,MCHQ9
2009-08-26,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0909,909,908,CHHQ9,HHIQ9,MCHQ9
2009-08-27,T,Q,HSIQ9,MHIQ9,0908,HHIQ9,H9,T9,HSI<STRIKE>H9,HSI<STRIKE>T9,T,IF0909,909,908,CHHQ9,HHIQ9,MCHQ9
2009-08-28,NC,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,908,CHHU9,HHIU9,MCHU9
2009-08-29,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-30,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-31,C,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,908,CHHU9,HHIU9,MCHU9
2009-09-01,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-02,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-03,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-04,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-05,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-06,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-07,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-08,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-09,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-10,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-11,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-12,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-13,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-14,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-15,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-16,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-17,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0909,909,909,CHHU9,HHIU9,MCHU9
2009-09-18,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,NC,IF0910,910,910,CHHU9,HHIU9,MCHU9
2009-09-19,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-20,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-21,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,C,IF0910,910,910,CHHU9,HHIU9,MCHU9
2009-09-22,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0910,910,909,CHHU9,HHIU9,MCHU9
2009-09-23,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0910,910,909,CHHU9,HHIU9,MCHU9
2009-09-24,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0910,910,909,CHHU9,HHIU9,MCHU9
2009-09-25,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0910,910,909,CHHU9,HHIU9,MCHU9
2009-09-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-27,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-28,T,U,HSIU9,MHIU9,0909,HHIU9,I9,U9,HSI<STRIKE>I9,HSI<STRIKE>U9,T,IF0910,910,909,CHHU9,HHIU9,MCHU9
2009-09-29,NC,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0910,910,909,CHHV9,HHIV9,MCHV9
2009-09-30,C,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0910,910,909,CHHV9,HHIV9,MCHV9
2009-10-01,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-02,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,H,#N/A,#N/A,#N/A,CHHV9,HHIV9,MCHV9
2009-10-03,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-04,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-05,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,H,#N/A,#N/A,#N/A,CHHV9,HHIV9,MCHV9
2009-10-06,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,H,#N/A,#N/A,#N/A,CHHV9,HHIV9,MCHV9
2009-10-07,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,H,#N/A,#N/A,#N/A,CHHV9,HHIV9,MCHV9
2009-10-08,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,H,#N/A,#N/A,#N/A,CHHV9,HHIV9,MCHV9
2009-10-09,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0910,910,910,CHHV9,HHIV9,MCHV9
2009-10-10,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-11,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-12,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0910,910,910,CHHV9,HHIV9,MCHV9
2009-10-13,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0910,910,910,CHHV9,HHIV9,MCHV9
2009-10-14,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0910,910,910,CHHV9,HHIV9,MCHV9
2009-10-15,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0910,910,910,CHHV9,HHIV9,MCHV9
2009-10-16,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,NC,IF0911,911,911,CHHV9,HHIV9,MCHV9
2009-10-17,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-18,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-19,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,C,IF0911,911,911,CHHV9,HHIV9,MCHV9
2009-10-20,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0911,911,910,CHHV9,HHIV9,MCHV9
2009-10-21,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0911,911,910,CHHV9,HHIV9,MCHV9
2009-10-22,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0911,911,910,CHHV9,HHIV9,MCHV9
2009-10-23,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0911,911,910,CHHV9,HHIV9,MCHV9
2009-10-24,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-25,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-26,H,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,T,IF0911,911,910,#N/A,#N/A,#N/A
2009-10-27,T,V,HSIV9,MHIV9,0910,HHIV9,J9,V9,HSI<STRIKE>J9,HSI<STRIKE>V9,T,IF0911,911,910,CHHV9,HHIV9,MCHV9
